,seismic,seismoacoustic,shift,genergy,gpuls,gdenergy,gdpuls,ghazard,energy,maxenergy,class
187,1,1,2,414700,900,69,63,1,0,0,0
902,1,1,2,28020,51,12,-14,1,0,0,0
60,1,1,2,44180,203,-10,13,1,0,0,0
1795,2,1,1,53700,573,87,16,1,0,0,0
318,2,1,1,388530,1539,-11,-11,1,3200,3000,1
1872,1,2,2,4230,126,-55,-61,1,0,0,0
1300,1,1,1,24100,197,16,-45,1,0,0,0
1215,2,1,1,34020,858,60,38,1,0,0,0
681,1,2,1,121720,1170,1,2,1,5000,5000,0
2140,1,1,1,48600,562,64,12,1,0,0,0
1278,1,1,1,8180,136,-64,-66,1,0,0,0
1231,2,1,1,12950,428,-38,-31,1,0,0,0
178,1,2,2,69360,257,-81,-65,1,4000,4000,0
227,1,1,2,129740,306,-39,-44,1,0,0,0
785,1,2,1,37820,347,16,24,1,4000,3000,0
1220,2,1,1,35130,859,65,38,1,0,0,0
1165,1,2,1,16480,401,-35,-10,1,0,0,0
1241,1,1,1,15820,382,-32,0,1,0,0,0
1126,1,1,2,10160,278,-5,15,1,0,0,0
1255,1,1,2,6390,138,-29,-36,1,0,0,0
914,1,1,2,29500,92,-21,6,1,300,300,0
198,1,1,1,576040,1541,-24,-22,1,900,900,0
251,2,2,1,1811640,1927,47,41,1,40000,40000,0
1992,2,2,1,14460,271,-42,-40,2,0,0,0
977,1,1,2,18600,29,60,-42,1,0,0,0
1547,2,2,1,30610,1260,37,112,1,300,300,0
2477,2,1,1,18980,247,-16,-34,1,0,0,0
191,1,2,1,1127430,3031,58,90,1,300,300,0
1818,1,2,1,43030,625,50,26,1,300,300,0
1100,1,2,2,5550,168,-52,-53,1,0,0,0
893,1,2,2,28210,83,8,30,1,3000,3000,0
1267,1,1,2,3990,231,66,98,1,0,0,0
2511,1,1,1,23960,539,54,91,1,0,0,0
1969,2,1,1,20050,295,-14,-37,1,0,0,0
2017,2,2,1,27040,347,-3,-26,1,200,200,0
2406,2,2,1,21760,391,-25,-11,1,1000,1000,0
3,1,1,2,28820,171,-23,40,1,3000,3000,0
1175,1,2,2,7860,165,-21,-28,1,0,0,0
1540,2,2,1,75890,1742,315,245,2,1000,1000,0
950,1,1,2,9070,28,1,-30,1,0,0,0
2063,2,1,2,11210,323,-10,29,1,0,0,0
309,2,1,1,536260,1733,2,-4,1,74000,70000,0
1438,1,2,2,6450,163,-30,-48,1,0,0,0
829,1,2,2,53380,108,-13,-8,1,1700,1000,0
2178,2,2,1,100960,1183,244,138,2,100,100,0
1437,1,1,2,3580,84,-49,-50,1,0,0,0
2180,2,2,1,162810,1768,455,256,3,700,500,0
342,2,1,1,233800,1315,7,-7,1,20700,20000,0
15,1,2,1,225040,575,-3,5,1,7000,6000,0
1327,1,2,1,19810,209,21,-22,1,0,0,0
2458,2,1,1,5890,166,-60,-56,1,0,0,0
1174,1,2,2,5940,182,-41,-21,1,0,0,0
89,1,1,2,63550,325,15,35,1,0,0,0
1120,2,1,1,63560,317,198,-33,1,0,0,0
881,1,1,1,129190,278,47,67,1,13500,8000,0
658,1,2,1,24570,434,-52,-53,1,3600,3000,0
817,1,1,2,3330,37,-42,-39,1,1200,900,0
2159,2,1,1,24400,352,-10,-25,1,2000,2000,0
1149,1,2,1,13000,311,-50,-36,1,0,0,0
1110,1,1,1,79240,1381,124,47,1,0,0,1
31,1,1,2,51320,239,11,23,1,6000,6000,0
1156,1,2,1,22990,395,-8,-12,1,0,0,0
1407,1,2,1,11160,543,-41,7,1,0,0,0
467,1,2,1,73180,488,11,20,1,9600,6000,0
776,1,2,1,61110,439,86,62,1,1600,600,0
2460,2,1,1,6580,161,-75,-63,1,0,0,0
489,1,1,1,64290,495,34,31,1,5100,4000,0
453,1,1,1,61710,376,-29,-6,1,22900,10000,0
61,1,1,2,32070,138,-36,-23,1,0,0,0
1986,1,1,1,48390,532,104,16,1,0,0,0
431,2,2,2,20340,271,16,93,1,202000,200000,0
2136,1,1,1,11860,292,-60,-42,1,0,0,0
2330,2,1,1,35010,390,18,-13,1,0,0,0
2427,1,2,2,4650,104,-62,-57,1,0,0,0
2176,2,2,1,90090,1132,207,128,1,4000,4000,0
263,2,1,1,480250,2368,-42,13,1,34000,30000,0
470,1,2,2,3410,33,-62,-32,1,0,0,0
1474,1,1,1,31690,656,82,13,1,0,0,0
501,1,1,2,3510,27,-22,-35,1,0,0,0
2305,1,2,1,58570,481,110,0,1,400,400,0
499,1,2,2,1630,26,-72,-44,1,800,800,0
2334,2,1,1,16450,378,-48,-16,1,0,0,0
1819,1,2,1,34170,610,19,23,1,500,500,0
1650,2,2,1,55570,560,54,-6,1,3100,3000,0
2573,2,1,1,37560,493,149,61,1,200,200,0
257,2,2,1,886800,2519,-29,44,1,49000,40000,0
1687,1,2,1,49930,1525,43,49,1,10200,10000,0
406,2,2,1,36100,285,-14,-19,1,14300,9000,1
1457,1,2,2,14190,384,62,30,1,0,0,0
2105,1,1,2,9260,266,-23,8,1,0,0,0
1912,1,1,1,11410,250,-67,-57,1,0,0,0
1841,2,2,1,30220,592,6,-6,2,100,100,0
485,1,1,1,53170,461,9,23,1,4800,2000,0
1004,1,1,2,2430,19,-24,-52,1,0,0,0
2172,2,1,1,65930,869,125,75,1,0,0,0
1967,2,1,1,18780,337,-35,-32,1,9900,9000,0
459,1,1,2,9280,43,-57,-90,1,2000,2000,0
976,1,1,2,10330,35,-11,-32,1,0,0,0
841,1,1,2,42300,55,37,-10,1,4000,4000,0
2131,1,1,1,27230,430,-14,-18,1,0,0,0
1381,2,2,1,17730,568,-1,24,1,0,0,0
126,1,1,2,76150,260,-52,-50,1,4000,4000,0
1924,1,1,2,6660,274,-29,-15,1,0,0,0
2124,1,1,1,29690,636,-10,18,1,800,800,0
663,1,2,1,49070,587,28,-20,1,2400,2000,0
1761,1,1,2,7290,185,-20,0,1,0,0,1
1655,2,2,1,21320,402,-38,-30,1,0,0,0
2459,2,1,1,7240,164,-51,-57,1,0,0,0
2290,1,2,1,54900,426,120,-15,1,0,0,0
354,2,1,2,136810,746,-41,-47,1,40000,40000,0
358,2,1,2,102550,731,-53,-45,1,0,0,0
985,1,1,2,7400,25,-12,-38,1,0,0,0
920,1,1,2,6370,34,-68,-39,1,0,0,0
428,2,2,1,47500,668,12,46,1,97100,50000,0
2038,1,1,2,20740,510,66,104,1,0,0,0
349,2,1,1,379670,1456,-21,-45,1,40000,20000,0
67,1,1,1,259110,1409,-11,46,1,900,900,0
43,1,1,2,15590,82,-59,-48,1,0,0,0
1162,1,2,1,28960,444,14,0,1,300,300,0
442,1,2,2,19320,320,106,118,2,2300,2000,1
1960,2,1,1,16750,398,19,35,1,0,0,0
2468,2,1,1,32310,465,31,16,1,0,0,0
130,1,1,2,99160,514,-34,4,1,4000,4000,0
447,2,2,1,108750,384,96,-56,1,6200,3000,1
538,1,1,1,17860,200,-44,-50,1,4200,4000,0
1253,1,1,2,5510,157,-40,-29,1,0,0,0
1913,1,1,2,14020,251,50,-22,1,0,0,0
1935,1,1,2,3470,84,-59,-69,1,0,0,0
1695,2,2,1,36970,1033,9,3,1,0,0,0
78,1,1,1,302440,1250,-16,9,1,600,300,0
2085,1,1,2,8460,223,-32,-11,1,0,0,0
583,1,1,2,4410,76,-23,53,1,0,0,0
2062,2,1,1,14710,321,-58,-42,1,2000,2000,0
2420,2,2,2,4330,160,-65,-36,1,0,0,0
1662,1,1,1,31590,377,175,74,1,0,0,0
1239,1,1,2,12240,452,33,104,1,0,0,0
1710,1,2,1,39850,714,13,-32,1,300,300,0
1028,1,1,2,2180,10,-24,-75,1,0,0,0
822,1,1,1,145440,358,-3,-28,1,0,0,0
2025,2,2,1,34620,661,18,36,1,0,0,0
2403,1,2,2,20040,402,60,61,1,0,0,0
1023,1,1,2,3330,17,26,-58,1,0,0,0
2547,1,1,1,20750,329,88,42,1,700,700,0
2270,2,2,2,23880,488,-4,-22,1,0,0,0
1693,1,2,2,30110,1068,199,207,2,2000,2000,0
631,2,1,1,30430,308,-16,-19,1,4500,4000,0
2103,1,1,2,8170,274,-32,11,1,0,0,0
917,1,1,2,41340,89,42,12,1,0,0,0
580,1,1,2,6320,32,11,-38,1,4000,4000,0
1895,1,1,2,28710,454,207,40,1,4000,4000,0
84,1,2,2,96600,383,87,70,1,0,0,0
940,1,1,2,4760,35,-94,-73,1,0,0,0
1890,1,1,1,40350,645,24,5,1,0,0,0
2278,2,2,2,7540,133,-40,-47,1,0,0,0
434,2,1,1,73420,1202,53,96,1,30200,20000,0
508,1,2,1,27890,276,-72,-72,1,9800,6000,0
403,2,1,1,38180,322,-6,0,1,11500,8000,1
2059,2,1,1,28240,460,-19,-15,1,0,0,0
423,2,1,1,52990,483,54,39,1,71300,50000,0
1102,1,1,2,3610,154,-67,-55,1,0,0,0
2344,2,1,1,24660,360,-22,-18,1,400,400,0
1086,1,1,2,2440,63,-10,58,1,0,0,0
175,1,1,2,384230,751,4,6,1,9700,6000,1
1788,2,1,1,18470,505,-38,2,1,0,0,0
1467,1,2,1,29990,354,79,35,1,400,400,0
439,2,1,1,30460,457,-39,-36,1,70600,70000,0
1466,1,2,1,30740,318,83,22,1,900,900,0
2542,1,1,2,9070,195,-11,4,1,0,0,1
1891,1,1,1,90240,1080,177,77,1,0,0,0
209,1,1,1,1189240,2159,-3,-12,1,5200,4000,0
1791,2,1,1,36530,700,27,42,1,0,0,0
1418,1,2,2,9450,349,1,12,1,0,0,0
2276,2,2,2,13040,103,4,-59,1,3000,3000,0
2571,2,1,1,13460,229,-11,-25,1,0,0,0
1410,1,2,1,12180,351,-24,44,1,0,0,0
2523,2,1,1,14050,271,-3,2,1,300000,300000,0
547,1,1,1,24970,325,-35,-26,1,4000,3000,0
1401,1,2,1,17050,476,-9,-5,1,0,0,0
858,1,2,2,19120,36,-24,-20,1,0,0,0
945,1,1,2,6910,25,-85,-66,1,0,0,0
526,1,1,1,15460,208,-50,-51,1,4000,4000,0
839,1,1,1,104210,185,-39,-56,1,500,300,0
923,1,1,2,12880,62,-35,12,1,0,0,0
1671,1,2,1,37520,843,13,57,1,0,0,0
1784,2,1,1,25550,451,-8,-47,1,0,0,0
1848,2,2,2,10600,268,2,-29,2,0,0,0
906,1,2,2,72460,150,166,180,2,1000,1000,0
218,1,1,1,1766860,2899,32,18,1,0,0,1
1892,1,1,1,104340,1269,221,108,1,0,0,0
2256,2,1,1,29480,510,-7,-39,1,0,0,0
1362,1,2,1,26860,458,244,153,1,0,0,0
1041,1,1,2,2920,16,13,-60,1,0,0,0
2379,1,1,1,19390,469,-39,10,1,0,0,0
225,1,1,2,251120,624,1,1,1,0,0,0
108,1,1,1,274170,997,15,34,1,0,0,0
652,2,1,1,51230,944,-10,8,1,5000,3000,1
937,1,2,2,44730,79,-58,-49,1,0,0,0
1303,1,1,1,38560,741,237,166,1,7000,7000,0
189,1,2,1,763520,2079,5,36,2,0,0,0
796,1,1,1,12610,157,-61,-52,1,2000,2000,0
1070,1,1,2,2970,19,0,-52,1,0,0,0
1581,2,2,1,63800,2116,88,121,2,0,0,0
1454,1,2,1,17610,228,5,-13,1,0,0,0
52,1,2,2,51620,186,51,34,1,7000,7000,0
288,2,1,2,131820,583,-47,-42,1,1000,1000,0
1520,2,2,1,33430,518,105,80,1,0,0,0
83,1,2,1,169370,644,-53,-45,1,0,0,0
2431,1,1,2,11780,159,-7,-35,1,300,300,0
2348,2,1,2,28290,478,126,91,1,0,0,0
614,2,1,1,23200,264,-28,-18,1,40600,40000,0
1531,2,2,1,72090,1139,338,147,2,0,0,0
2537,2,1,2,4400,120,-57,-36,1,0,0,0
314,1,1,2,342050,1607,-2,-20,1,0,0,0
1748,2,1,1,38220,1192,33,35,1,6000,6000,0
118,1,1,1,300520,894,37,37,1,0,0,0
160,1,2,2,92520,169,-73,-74,1,10000,10000,1
962,1,1,2,7590,20,-31,-50,1,0,0,0
584,1,1,2,3280,40,-41,-23,1,200,200,0
2375,1,1,1,7000,131,-40,-56,1,1000,1000,0
319,2,1,1,329680,1268,-24,-26,1,70000,70000,0
750,1,1,1,21670,132,-31,-34,1,3400,2000,0
2092,1,1,2,4140,186,-67,-26,1,0,0,0
1186,1,2,2,7170,170,-27,-26,1,0,0,0
1249,1,1,2,8380,234,-9,6,1,0,0,0
299,2,1,1,788650,2361,18,17,1,6100,5000,1
249,1,2,2,154420,319,-46,-43,1,3000,3000,0
79,1,1,2,46160,250,-16,15,1,6000,6000,0
2267,2,2,2,19640,556,-21,-11,2,0,0,0
1916,1,1,1,9710,248,-72,-57,1,0,0,0
1732,2,1,1,56940,769,72,48,1,40000,40000,0
866,1,1,1,103460,208,-37,-29,1,0,0,0
847,1,2,2,24750,62,-1,28,1,2000,2000,0
1867,1,2,2,2410,109,-76,-69,1,0,0,0
2546,1,1,1,25650,553,96,115,1,0,0,0
2216,2,3,1,111380,952,146,37,2,400,400,0
267,2,1,1,448900,2162,-29,-1,1,31500,20000,0
1024,1,1,2,1950,19,-26,-52,1,0,0,0
411,2,1,1,22860,313,-42,-16,1,70500,50000,0
1440,1,2,2,4120,67,-40,-59,1,0,0,0
790,1,1,1,31040,322,-10,1,1,9000,4000,0
449,2,2,1,102380,508,19,37,1,13400,8000,0
705,1,2,1,121400,1063,-23,-29,1,8000,6000,0
493,1,1,1,20380,162,-58,-59,1,4700,4000,1
2428,1,2,1,3590,203,-69,-60,1,0,0,0
1169,1,2,2,4500,207,-58,-14,1,0,0,0
2351,2,1,1,16260,220,-50,-50,1,3500,3000,0
1621,2,1,1,21200,794,-43,-24,1,200,200,0
709,1,1,2,12490,122,-59,-39,1,700,700,1
458,1,1,2,6530,38,-72,-92,1,100,100,0
2304,1,2,1,9060,165,-67,-66,1,0,0,0
1545,2,2,1,50130,1613,125,172,1,1100,600,0
64,1,1,2,18160,78,-57,-48,1,0,0,0
810,1,1,2,500,7,-83,-82,1,0,0,0
2439,1,1,2,1910,46,-84,-80,1,0,0,0
1945,1,1,1,7320,177,-71,-65,1,0,0,0
515,1,1,1,44960,643,19,56,1,14400,9000,0
1582,1,2,2,29720,482,287,195,1,0,0,0
786,1,2,1,33800,316,-5,2,1,3400,3000,0
2123,1,1,1,30000,631,-9,17,1,8300,8000,0
860,1,2,1,147570,259,-30,-31,1,2000,1000,0
1809,2,2,1,25450,504,-15,-3,1,0,0,0
2288,1,2,1,48110,433,92,-13,1,0,0,0
1750,1,1,2,9660,511,-4,47,1,0,0,0
2036,1,1,1,26280,404,-13,-18,1,0,0,0
1132,1,1,1,58190,419,158,-14,1,0,0,0
373,1,1,2,3170,36,-88,-79,1,0,0,0
1930,1,1,2,4310,172,-30,9,1,0,0,0
1443,1,2,1,7680,253,-59,-60,1,0,0,0
2360,2,1,1,25910,424,-22,-3,1,900,900,0
738,1,1,1,93120,1238,-32,-38,1,2000,2000,0
934,1,2,2,48650,73,-51,-51,1,0,0,0
2560,2,1,2,7220,218,-29,16,1,0,0,0
613,2,1,1,11230,103,-65,-68,1,25200,20000,1
86,1,1,1,149050,697,-54,-35,1,6000,6000,0
2574,2,1,1,27740,443,81,41,1,0,0,0
310,2,1,2,90160,425,-48,-39,1,0,0,0
964,1,1,2,6460,27,-37,-32,1,0,0,0
1315,1,2,1,12370,346,2,15,2,0,0,0
931,1,2,2,15300,29,-19,-45,1,0,0,0
2342,2,1,1,41060,555,30,27,1,0,0,0
2262,2,2,1,68690,1038,37,-17,2,0,0,0
2000,2,2,1,20080,370,-24,-20,2,0,0,0
548,1,1,1,46740,553,27,29,1,5800,2000,0
1019,1,1,2,2340,19,0,-52,1,0,0,0
1060,1,1,2,2070,14,-23,-65,1,0,0,0
1790,2,1,1,26300,520,-9,6,1,7000,7000,0
1887,1,1,2,18890,386,102,19,1,400,400,0
412,2,1,1,25940,233,-31,-37,1,15400,7000,0
111,1,2,1,134640,611,-41,-16,1,0,0,0
1871,1,2,2,6920,100,-26,-69,1,0,0,0
1645,2,2,1,15210,527,-64,-56,1,0,0,0
660,1,1,1,31900,643,-28,-24,1,1100,700,0
2457,2,1,1,12220,249,-54,-42,1,0,0,0
339,2,1,1,199030,1255,-30,-45,1,700,400,1
1256,1,1,2,7340,213,-19,-28,1,0,0,0
959,1,2,2,9350,44,-20,10,1,0,0,0
480,1,1,2,7040,37,-8,-26,1,5500,5000,0
1558,2,2,2,32410,1205,252,295,2,0,0,0
2148,1,1,1,28140,443,-6,-14,1,0,0,0
1057,1,1,2,2650,18,7,-55,1,0,0,0
2385,1,2,1,34230,551,15,33,1,2000,2000,0
1356,1,2,1,20910,546,179,233,2,0,0,0
1442,1,2,1,6340,102,-62,-60,1,0,0,0
693,2,1,1,163510,1534,13,23,1,72000,70000,0
872,1,1,1,161390,314,49,65,1,0,0,0
2040,1,1,1,24890,363,-26,-32,1,500,500,0
809,1,1,2,1070,17,-73,-65,1,0,0,0
1313,1,2,1,19300,509,60,69,2,0,0,0
873,1,1,1,101050,213,-8,9,1,0,0,0
495,2,1,1,24490,237,-51,-42,1,1000,500,0
733,2,1,1,68920,1004,-59,-51,1,66000,60000,0
141,1,1,2,209760,919,46,89,1,0,0,0
1649,2,2,1,35290,754,-16,-36,1,0,0,0
325,2,2,1,393140,1685,-2,2,1,5200,4000,0
1350,1,2,1,21000,483,40,28,2,200,200,0
1045,1,1,2,2350,19,-4,-52,1,0,0,0
1097,1,2,2,8670,151,-25,-58,1,0,0,0
1221,2,1,1,26630,785,25,27,1,0,0,0
641,2,2,1,65150,952,25,60,1,4100,2000,0
2255,2,1,1,37670,488,19,-41,1,0,0,0
320,2,1,1,579440,2343,38,41,1,3000,3000,0
1329,1,2,1,26350,569,104,75,2,0,0,0
1553,2,2,1,53730,1444,116,117,1,80000,80000,0
2313,1,1,1,57200,773,102,66,1,5000,3000,0
975,1,2,2,7970,44,-32,-15,1,0,0,0
1025,1,1,2,3610,20,32,-50,1,0,0,0
680,1,1,1,154830,1252,33,11,1,1100,700,0
425,2,2,1,46810,552,28,47,1,27500,20000,0
1252,1,1,2,6170,187,-33,-16,1,0,0,0
604,1,1,2,3040,63,-43,26,1,0,0,0
675,1,1,1,95020,859,-20,-25,1,600,600,0
1416,1,2,2,12260,413,31,32,1,200,200,0
1432,1,1,2,6470,98,-7,-41,1,0,0,0
942,1,1,2,9550,24,-86,-77,1,0,0,0
2426,1,2,2,4560,112,-63,-54,1,0,0,0
59,1,1,1,372770,975,37,32,1,1400,700,0
463,1,1,1,56830,394,-20,-2,1,10500,5000,0
1836,1,2,1,67360,1525,139,135,2,80200,80000,0
361,1,2,1,532290,2055,-4,-19,1,4000,2000,0
1698,2,2,1,51560,1088,52,8,1,0,0,0
1352,1,2,1,22830,608,53,61,2,0,0,0
575,1,1,1,44080,339,-22,11,1,3700,3000,0
283,2,1,1,450490,1437,-30,-28,1,12700,4000,1
1444,1,2,1,7920,178,-53,-30,1,0,0,0
1933,1,1,2,2270,78,-82,-69,1,0,0,0
139,1,1,2,114540,488,-23,0,1,8000,5000,0
236,1,2,1,1312110,1471,24,2,1,3000,3000,0
510,1,2,1,37840,468,-57,-47,1,1200,600,0
568,2,1,1,38070,220,-55,-48,1,7900,7000,0
542,1,1,2,1650,21,-79,-69,1,0,0,0
329,2,1,1,577770,2765,27,38,1,2000,2000,1
2146,1,1,1,14210,469,-53,-8,1,0,0,0
1235,2,1,1,15600,274,-39,-30,1,0,0,0
473,2,2,1,81600,628,-1,75,1,44000,40000,0
813,1,1,2,720,2,-62,-95,1,0,0,0
882,1,1,1,125340,292,35,62,1,0,0,0
792,1,1,1,28130,347,-19,3,1,3100,2000,0
2163,2,1,1,31560,491,16,4,1,2000,2000,0
188,1,1,1,960770,2117,36,44,1,0,0,0
1590,1,2,2,10900,176,34,4,1,700,700,0
275,2,2,1,439210,2259,-21,-2,1,18000,10000,0
2395,1,2,1,25460,412,-14,-2,1,0,0,0
2173,2,1,1,29370,694,0,40,1,0,0,0
726,1,1,2,9670,186,-59,-7,1,0,0,0
7,1,1,2,48990,194,-27,-3,1,4000,4000,0
50,1,2,2,66510,215,93,50,2,300,300,0
1254,1,1,2,5780,163,-36,-25,1,0,0,0
1879,1,1,1,17860,321,-44,-50,1,400,400,0
401,2,1,1,47980,382,-26,-32,1,38600,30000,0
1036,1,1,2,2150,13,-18,-68,1,0,0,0
381,2,1,1,108010,889,-70,-60,1,41200,30000,0
345,2,1,1,430310,1955,92,37,1,1200,1000,0
1229,2,1,1,28010,693,23,3,1,0,0,0
1486,1,1,1,17670,538,4,-3,1,0,0,1
1017,1,1,2,590,11,-74,-72,1,0,0,0
1675,1,2,1,40610,672,22,25,1,0,0,0
928,1,2,2,19030,46,20,0,1,9000,9000,0
2565,2,1,1,42640,576,264,150,1,0,0,0
1751,1,1,2,11020,589,10,69,1,0,0,0
363,1,2,1,546980,2212,-3,-7,1,100,100,1
335,2,1,1,632800,2959,39,41,1,25000,20000,0
174,1,1,1,641120,1571,-17,6,1,800,800,0
1800,2,2,1,17370,365,-37,-54,1,0,0,0
177,1,2,2,390180,938,6,33,1,0,0,0
100,1,1,2,25280,158,-54,-35,1,4000,4000,0
294,1,1,2,53320,203,-31,-39,1,4000,4000,0
1529,2,2,1,60140,800,267,181,1,3000,2000,0
1844,2,2,2,44240,678,327,79,2,0,0,0
1058,1,1,2,3680,22,44,-45,1,0,0,0
2039,1,1,2,13520,363,8,45,1,0,0,0
492,1,1,1,49430,434,1,9,1,1500,800,0
727,1,1,2,9980,170,-54,-13,1,1000,1000,0
1222,2,1,2,15280,521,63,74,1,0,0,0
93,1,1,1,285750,791,1,-19,1,0,0,0
1421,1,2,2,9430,123,22,-38,1,400,400,0
1782,2,1,1,34120,519,14,5,1,400,400,0
1789,2,1,1,12870,364,-57,-26,1,0,0,0
1980,2,1,1,18690,401,-20,-15,1,700,700,0
2274,2,2,2,6200,211,-50,-16,1,0,0,0
687,1,2,1,121870,935,-15,-26,1,900,500,0
565,1,1,1,54150,307,-46,-35,1,800,300,1
2229,2,2,2,16930,792,121,234,1,200,200,1
2535,2,1,2,8170,119,-20,-37,1,2000,2000,0
2013,2,2,1,30150,691,13,52,1,0,0,0
1978,2,1,1,60320,632,159,35,1,3000,3000,0
2539,2,1,1,36870,579,163,119,1,5000,5000,0
281,2,2,1,754760,2218,30,15,1,3200,3000,1
2494,1,1,2,8710,126,-24,-44,1,0,0,0
161,2,3,1,974430,1828,20,20,1,20600,20000,0
375,1,1,2,8790,53,-91,-91,1,3000,3000,0
365,2,1,2,12340,125,-88,-79,1,400,400,0
69,1,1,2,59210,175,-54,-61,1,0,0,0
1868,1,2,2,8690,92,-12,-74,1,4000,4000,0
1579,2,2,1,69390,1107,104,16,2,3700,3000,0
668,1,1,2,72300,155,-14,-82,1,5000,5000,0
724,2,1,1,197590,2804,20,44,1,4700,800,0
2319,2,1,1,76200,766,166,71,1,0,0,0
879,1,1,2,20700,37,-9,-22,1,0,0,0
2450,1,1,1,7870,141,-71,-67,1,700,700,0
1104,1,1,2,3100,184,-72,-47,1,0,0,0
210,1,1,1,1582550,2545,23,1,1,0,0,0
173,1,1,1,716630,1677,-8,14,1,700,500,0
336,2,1,1,332180,1890,-33,-16,1,1000,1000,1
2261,2,1,1,78580,1327,147,60,1,40000,40000,0
2093,1,1,2,9700,216,-22,-14,1,0,0,0
1794,2,1,1,14390,455,-50,-8,1,1000,1000,0
659,1,2,1,56350,999,26,19,1,1000,800,0
1044,1,1,2,2810,7,15,-82,1,0,0,0
332,2,1,2,59210,440,-82,-76,1,2000,2000,0
2501,1,1,1,17250,228,-11,-32,1,2000,2000,0
245,1,2,1,1496830,1645,21,15,1,5700,5000,0
355,2,1,1,358490,1231,-36,-58,1,400,400,0
2289,1,2,1,52020,576,108,15,1,100,100,0
1468,1,2,1,16330,449,-13,-28,1,0,0,0
1517,2,1,1,27960,804,95,94,1,0,0,0
1966,2,1,1,13600,368,-11,20,1,800,800,0
2414,2,2,2,12540,211,0,-16,1,0,0,0
293,1,1,2,58200,219,-27,-38,1,3000,3000,0
1753,1,1,2,15040,458,50,32,1,400,400,0
823,1,2,2,67480,141,-10,-44,1,2800,2000,0
1346,1,2,1,26960,514,85,41,2,0,0,0
1425,1,1,2,7330,102,5,-42,1,0,0,0
718,2,1,1,132470,1552,-28,-16,1,54800,50000,0
2263,2,2,2,23040,482,201,103,1,0,0,0
1311,1,2,1,14770,241,-19,-24,1,0,0,0
382,2,1,1,71660,532,-78,-74,1,2800,2000,0
1979,2,1,1,47840,594,106,27,1,0,0,0
1272,1,1,1,10360,131,76,-49,1,0,0,0
711,2,1,2,12150,118,-52,-36,1,3000,3000,0
1455,1,2,1,13930,423,-26,-32,1,0,0,0
77,1,1,2,24900,159,-57,-29,1,0,0,0
1122,2,1,1,31010,512,45,7,1,0,0,0
1464,1,2,1,5930,120,-65,-54,1,0,0,0
1885,1,1,1,64920,690,103,7,1,1000,1000,0
1394,2,2,1,21300,257,33,10,1,0,0,0
1084,1,1,2,2440,16,-27,-60,1,0,0,0
1690,1,2,1,43270,673,29,28,1,0,0,1
2207,1,3,1,52510,917,23,39,2,4000,4000,0
1204,2,2,1,20610,274,-18,-33,1,0,0,0
1422,1,1,2,9220,277,-2,-11,1,0,0,0
1796,2,1,1,70980,1157,161,37,1,10000,6000,0
1511,2,1,1,14300,431,0,4,1,8000,6000,0
2550,1,1,1,28600,601,120,130,1,0,0,0
1049,1,1,2,1340,21,-42,-48,1,0,0,0
961,1,2,2,7990,20,-34,-50,1,0,0,0
105,1,1,2,19500,80,-51,-51,1,4000,4000,0
1550,2,2,1,91210,2362,267,255,1,0,0,0
1994,2,2,1,26750,408,8,-10,2,0,0,0
1936,1,1,2,9680,139,14,-48,1,700,700,0
1577,2,2,1,23600,704,-31,-26,2,0,0,0
1703,1,2,1,25710,365,-25,-33,1,10000,10000,0
1180,1,2,2,6510,187,-35,-19,1,0,0,0
2499,1,1,1,13070,282,-11,-12,1,0,0,0
2022,2,2,1,34930,459,19,-6,1,0,0,0
2253,2,1,2,24870,507,259,165,2,0,0,0
667,1,1,2,17700,174,-81,-81,1,2000,2000,0
2008,2,2,1,47600,763,78,68,1,0,0,0
1281,1,1,1,7090,124,-69,-69,1,0,0,0
664,1,2,1,122820,1191,-39,-40,1,3000,3000,0
530,1,1,1,37640,596,37,58,1,0,0,0
719,2,1,1,254750,2932,50,66,1,2000,2000,1
1393,2,2,1,19430,453,5,-8,1,600,600,0
42,1,1,2,20150,64,-51,-62,1,5000,5000,0
1366,1,2,2,10210,394,169,251,1,0,0,0
2287,1,2,1,32660,290,31,-42,1,0,0,0
1940,1,1,2,5440,126,-18,-28,1,300,300,0
736,1,1,1,159910,2345,12,23,1,4400,3000,0
1172,1,2,2,11550,204,8,-16,1,600,600,0
2556,1,1,1,12140,317,8,38,1,0,0,0
1176,1,2,2,5420,163,-46,-29,1,0,0,0
1233,2,1,1,28610,330,12,-15,1,6900,6000,0
1099,1,2,2,3110,164,-73,-54,1,0,0,0
2297,2,2,1,40620,398,56,-18,1,0,0,1
46,1,1,2,39510,204,12,40,1,5000,5000,0
850,1,2,2,26720,53,21,21,2,1000,1000,0
1770,2,1,2,4340,129,-51,-31,1,0,0,0
1242,1,1,1,17690,284,-24,-26,1,300,300,0
97,1,1,2,39040,231,-26,-5,1,5000,5000,0
346,2,1,1,311200,1147,-38,-62,1,14400,9000,0
2462,2,1,1,16820,244,-32,-39,1,0,0,0
1355,1,2,1,10270,306,-31,-19,2,0,0,0
967,1,2,2,20020,49,88,22,2,0,0,0
1889,1,1,1,96760,1125,197,84,1,0,0,0
1850,2,2,2,11330,204,9,-46,2,0,0,0
341,2,1,1,320110,1844,54,35,1,20600,20000,1
1721,2,2,2,10820,426,8,22,1,3000,3000,0
